:START_ID(Order),:END_ID(Product),:TYPE,UnitPrice,Quantity,Discount
423,5,CONTAINS,5136.19,2,0.05
423,94,CONTAINS,9232.27,9,0.0
423,98,CONTAINS,2606.04,1,0.0
424,3,CONTAINS,8885.8,12,0.15
424,29,CONTAINS,5924.77,19,0.1
424,38,CONTAINS,4318.7,6,0.2
424,93,CONTAINS,5838.05,4,0.15
425,17,CONTAINS,8297.57,18,0.15
425,25,CONTAINS,9672.43,3,0.1
425,92,CONTAINS,9362.52,6,0.05
426,48,CONTAINS,813.12,14,0.1
426,65,CONTAINS,6629.35,14,0.1
427,21,CONTAINS,2511.61,5,0.0
427,37,CONTAINS,9957.7,20,0.05
427,54,CONTAINS,7440.33,12,0.05
427,68,CONTAINS,3795.86,16,0.2
427,81,CONTAINS,1441.87,19,0.0
428,8,CONTAINS,8965.93,4,0.1
428,23,CONTAINS,8521.99,2,0.0
428,61,CONTAINS,785.6,13,0.0
428,70,CONTAINS,8216.78,14,0.0
429,61,CONTAINS,739.14,1,0.0
429,74,CONTAINS,2233.04,7,0.0
429,79,CONTAINS,9645.09,13,0.0
429,81,CONTAINS,1481.25,15,0.0
429,88,CONTAINS,4624.98,2,0.05
430,43,CONTAINS,4085.66,7,0.15
430,51,CONTAINS,871.81,13,0.05
430,89,CONTAINS,9261.94,17,0.1
430,100,CONTAINS,8171.11,10,0.0
431,18,CONTAINS,5167.11,7,0.1
431,68,CONTAINS,3712.37,2,0.1
431,73,CONTAINS,253.42,8,0.0
432,24,CONTAINS,6805.69,14,0.15
432,31,CONTAINS,1376.26,7,0.0
432,61,CONTAINS,747.56,20,0.0
432,87,CONTAINS,3498.77,5,0.2
433,9,CONTAINS,7205.07,6,0.0
433,23,CONTAINS,8507.71,20,0.15
433,31,CONTAINS,1354.73,15,0.0
433,54,CONTAINS,7112.95,8,0.1
433,56,CONTAINS,273.01,10,0.1
434,4,CONTAINS,9536.16,20,0.2
434,76,CONTAINS,7332.65,19,0.15
434,94,CONTAINS,9220.29,18,0.15
435,64,CONTAINS,6227.71,11,0.05
436,40,CONTAINS,6069.17,4,0.1
436,66,CONTAINS,9372.15,7,0.2
437,5,CONTAINS,4923.34,16,0.15
437,23,CONTAINS,8742.98,8,0.0
437,81,CONTAINS,1392.06,16,0.0
437,101,CONTAINS,1639.27,9,0.2
438,41,CONTAINS,9501.06,18,0.1
438,46,CONTAINS,1988.12,16,0.0
438,50,CONTAINS,9419.34,7,0.1
438,54,CONTAINS,7362.87,11,0.1
438,91,CONTAINS,3283.86,11,0.05
439,13,CONTAINS,3517.5,12,0.15
439,68,CONTAINS,3835.54,16,0.05
439,75,CONTAINS,9584.78,17,0.0
440,26,CONTAINS,7994.55,4,0.2
440,37,CONTAINS,9618.75,13,0.2
440,88,CONTAINS,4742.8,16,0.0
441,72,CONTAINS,5956.05,5,0.0
441,97,CONTAINS,8725.75,20,0.2
442,77,CONTAINS,7131.83,10,0.1
443,27,CONTAINS,8453.78,13,0.15
443,47,CONTAINS,2345.27,2,0.15
443,51,CONTAINS,848.25,10,0.05
443,56,CONTAINS,261.9,19,0.05
443,61,CONTAINS,772.01,15,0.05
444,45,CONTAINS,7709.37,9,0.15
444,48,CONTAINS,851.14,7,0.1
444,72,CONTAINS,5960.77,13,0.05
444,86,CONTAINS,8265.01,6,0.05
445,22,CONTAINS,7965.03,5,0.2
445,31,CONTAINS,1399.01,4,0.05
445,50,CONTAINS,10204.43,16,0.05
445,89,CONTAINS,8760.13,15,0.2
446,39,CONTAINS,1740.23,4,0.1
446,56,CONTAINS,256.68,11,0.1
446,71,CONTAINS,6501.1,20,0.05
447,48,CONTAINS,781.25,3,0.05
447,52,CONTAINS,5581.32,18,0.1
447,76,CONTAINS,7667.07,3,0.0
448,2,CONTAINS,9490.65,9,0.0
449,45,CONTAINS,7152.38,2,0.0
449,75,CONTAINS,8933.52,1,0.0
449,88,CONTAINS,4539.02,20,0.15
450,6,CONTAINS,5498.03,5,0.05
450,29,CONTAINS,6215.55,5,0.2
450,38,CONTAINS,4459.54,2,0.1
450,66,CONTAINS,8860.79,17,0.2
451,9,CONTAINS,7041.52,17,0.0
451,35,CONTAINS,3207.61,4,0.0
451,52,CONTAINS,6014.92,17,0.2
451,57,CONTAINS,4197.98,12,0.15
451,91,CONTAINS,3051.86,19,0.1
452,15,CONTAINS,5997.88,6,0.0
452,96,CONTAINS,8614.92,11,0.05
453,10,CONTAINS,1858.71,8,0.1
453,11,CONTAINS,4409.36,16,0.2
454,93,CONTAINS,5661.01,5,0.1
455,3,CONTAINS,8384.48,11,0.1
455,8,CONTAINS,8873.75,14,0.1
455,54,CONTAINS,7038.52,9,0.15
456,37,CONTAINS,10257.5,20,0.2
457,7,CONTAINS,1081.13,15,0.0
457,15,CONTAINS,6263.28,4,0.15
457,26,CONTAINS,7865.99,17,0.15
457,62,CONTAINS,8344.97,7,0.2
457,81,CONTAINS,1389.1,7,0.2
458,22,CONTAINS,7771.14,14,0.05
458,89,CONTAINS,9074.92,11,0.1
459,100,CONTAINS,8179.64,16,0.1
460,69,CONTAINS,4016.37,17,0.15
461,28,CONTAINS,227.01,2,0.2
461,90,CONTAINS,2597.84,19,0.0
462,5,CONTAINS,5053.49,2,0.15
463,24,CONTAINS,6683.77,15,0.0
463,41,CONTAINS,9740.89,1,0.15
463,45,CONTAINS,7291.17,6,0.1
463,50,CONTAINS,9439.82,17,0.15
463,96,CONTAINS,9183.24,12,0.0
464,5,CONTAINS,5198.9,7,0.05
465,50,CONTAINS,9598.54,12,0.1
465,65,CONTAINS,6671.37,18,0.1
466,11,CONTAINS,4708.35,11,0.05
466,29,CONTAINS,5777.1,11,0.05
466,51,CONTAINS,893.64,1,0.2
466,81,CONTAINS,1408.43,7,0.1
466,88,CONTAINS,4474.09,10,0.0
467,2,CONTAINS,10018.26,18,0.15
467,37,CONTAINS,9948.86,12,0.1
467,47,CONTAINS,2410.54,16,0.0
467,68,CONTAINS,3721.45,8,0.15
468,7,CONTAINS,1115.01,1,0.05
468,29,CONTAINS,6109.94,2,0.15
468,33,CONTAINS,6273.64,8,0.0
468,87,CONTAINS,3360.13,7,0.15
469,54,CONTAINS,7430.57,18,0.15
470,48,CONTAINS,796.06,7,0.15
470,51,CONTAINS,829.05,6,0.05
470,52,CONTAINS,5928.98,4,0.05
470,97,CONTAINS,8954.61,1,0.05
471,70,CONTAINS,7809.22,2,0.05
471,89,CONTAINS,8753.09,17,0.05
472,5,CONTAINS,5221.54,9,0.2
472,25,CONTAINS,10058.73,8,0.15
472,88,CONTAINS,4597.26,10,0.05
472,96,CONTAINS,8540.61,10,0.1
473,24,CONTAINS,6873.15,12,0.05
473,26,CONTAINS,7936.92,12,0.0
473,73,CONTAINS,246.86,20,0.0
473,79,CONTAINS,10175.4,10,0.05
473,95,CONTAINS,8429.32,14,0.2
474,66,CONTAINS,9620.32,5,0.15
474,92,CONTAINS,8832.32,18,0.15
475,14,CONTAINS,8417.03,13,0.15
475,34,CONTAINS,7209.64,20,0.15
476,77,CONTAINS,6811.05,1,0.15
476,94,CONTAINS,9157.22,1,0.05
476,99,CONTAINS,1607.34,2,0.15
477,3,CONTAINS,8324.94,19,0.0
477,91,CONTAINS,3095.99,6,0.0
478,8,CONTAINS,9020.1,17,0.05
478,12,CONTAINS,9634.3,8,0.2
478,76,CONTAINS,7171.56,4,0.0
478,77,CONTAINS,6816.44,10,0.2
479,40,CONTAINS,6151.18,11,0.1
479,75,CONTAINS,9080.18,16,0.1
480,2,CONTAINS,10414.09,18,0.15
480,35,CONTAINS,3321.53,13,0.05
480,87,CONTAINS,3235.56,11,0.05
480,94,CONTAINS,8776.88,17,0.15
481,2,CONTAINS,9567.02,18,0.05
481,43,CONTAINS,4337.74,1,0.0
481,55,CONTAINS,6887.41,9,0.2
482,40,CONTAINS,6302.49,19,0.05
483,8,CONTAINS,9314.36,6,0.0
483,17,CONTAINS,8473.52,6,0.1
483,35,CONTAINS,3381.37,4,0.15
483,39,CONTAINS,1738.08,8,0.15
483,94,CONTAINS,9054.65,11,0.0
484,85,CONTAINS,1560.48,6,0.1
485,12,CONTAINS,8764.98,8,0.0
485,13,CONTAINS,3709.37,6,0.1
485,57,CONTAINS,4252.96,19,0.1
485,100,CONTAINS,8689.78,8,0.1
486,29,CONTAINS,6093.46,15,0.05
486,46,CONTAINS,2012.99,5,0.2
486,57,CONTAINS,4075.56,8,0.1
486,67,CONTAINS,1440.8,11,0.1
486,75,CONTAINS,9173.88,9,0.15
487,15,CONTAINS,5951.35,4,0.15
488,21,CONTAINS,2393.24,5,0.0
488,43,CONTAINS,4194.54,18,0.05
488,46,CONTAINS,1986.05,13,0.15
488,96,CONTAINS,8936.26,1,0.0
489,25,CONTAINS,9845.69,10,0.15
489,74,CONTAINS,2211.19,2,0.2
489,84,CONTAINS,4262.63,14,0.0
489,90,CONTAINS,2483.06,3,0.05
489,95,CONTAINS,8737.68,9,0.15
490,2,CONTAINS,10076.62,16,0.0
490,11,CONTAINS,4751.2,14,0.05
490,24,CONTAINS,6347.18,1,0.1
490,55,CONTAINS,6781.42,18,0.15
491,35,CONTAINS,3245.03,5,0.0
492,48,CONTAINS,792.64,9,0.15
492,79,CONTAINS,10252.93,18,0.2
492,88,CONTAINS,4445.07,19,0.0
492,94,CONTAINS,8885.29,6,0.1
493,28,CONTAINS,236.08,5,0.05
494,14,CONTAINS,8459.86,11,0.0
494,19,CONTAINS,7757.92,10,0.15
494,57,CONTAINS,4271.83,1,0.05
494,74,CONTAINS,2303.61,17,0.2
494,99,CONTAINS,1628.04,19,0.0
495,14,CONTAINS,8620.84,16,0.1
495,41,CONTAINS,9649.63,8,0.05
495,65,CONTAINS,6660.38,12,0.0
495,72,CONTAINS,6158.65,8,0.0
495,74,CONTAINS,2244.29,20,0.05
496,63,CONTAINS,9403.24,2,0.1
496,72,CONTAINS,6080.59,6,0.15
496,74,CONTAINS,2294.4,14,0.2
496,94,CONTAINS,9428.97,18,0.0
496,99,CONTAINS,1718.32,8,0.2
497,71,CONTAINS,6373.84,17,0.0
498,2,CONTAINS,9490.3,12,0.05
498,21,CONTAINS,2530.96,13,0.2
498,42,CONTAINS,7681.1,10,0.1
498,89,CONTAINS,9612.31,9,0.2
499,28,CONTAINS,228.75,16,0.15
500,35,CONTAINS,3239.22,6,0.0
500,61,CONTAINS,724.47,12,0.1
501,14,CONTAINS,8656.41,16,0.0
502,86,CONTAINS,8000.93,5,0.15
503,2,CONTAINS,9853.55,9,0.05
503,35,CONTAINS,3321.05,17,0.2
504,19,CONTAINS,7558.92,1,0.1
504,21,CONTAINS,2477.28,19,0.0
504,38,CONTAINS,4510.31,14,0.05
504,61,CONTAINS,747.37,6,0.1
505,14,CONTAINS,8185.33,11,0.05
505,25,CONTAINS,9777.57,9,0.2
505,41,CONTAINS,9425.35,13,0.1
505,52,CONTAINS,5760.1,16,0.15
505,73,CONTAINS,272.11,10,0.15
506,3,CONTAINS,8342.18,11,0.05
506,28,CONTAINS,225.32,5,0.0
506,47,CONTAINS,2400.63,17,0.05
506,95,CONTAINS,8712.41,15,0.1
507,56,CONTAINS,256.98,4,0.1
507,59,CONTAINS,5631.47,3,0.1
507,61,CONTAINS,731.94,8,0.05
507,62,CONTAINS,8343.47,18,0.0
507,69,CONTAINS,4229.62,11,0.1
508,26,CONTAINS,7957.31,6,0.2
508,77,CONTAINS,7069.81,6,0.0
508,95,CONTAINS,8469.58,8,0.05
509,9,CONTAINS,7005.2,13,0.2
509,25,CONTAINS,10060.74,20,0.05
509,40,CONTAINS,6475.4,5,0.15
509,45,CONTAINS,7051.38,12,0.05
509,99,CONTAINS,1651.51,7,0.1
510,8,CONTAINS,8854.63,2,0.0
510,101,CONTAINS,1648.73,8,0.05
511,28,CONTAINS,224.69,9,0.0
512,31,CONTAINS,1343.21,3,0.2
512,32,CONTAINS,1715.54,18,0.2
513,2,CONTAINS,9625.21,11,0.05
513,37,CONTAINS,9513.44,5,0.2
513,92,CONTAINS,9348.33,17,0.1
513,100,CONTAINS,8841.68,15,0.2
514,2,CONTAINS,10408.66,4,0.15
514,15,CONTAINS,5977.37,9,0.05
514,31,CONTAINS,1322.66,2,0.2
514,65,CONTAINS,6401.73,18,0.15
514,95,CONTAINS,8508.11,18,0.1
515,7,CONTAINS,1144.26,14,0.05
516,63,CONTAINS,9083.36,11,0.2
516,91,CONTAINS,3108.86,17,0.0
516,93,CONTAINS,5389.99,1,0.15
517,82,CONTAINS,6856.89,4,0.1
518,63,CONTAINS,9230.83,5,0.1
518,81,CONTAINS,1379.08,13,0.05
518,85,CONTAINS,1624.7,12,0.0
518,96,CONTAINS,9204.34,16,0.1
519,24,CONTAINS,6501.89,3,0.1
519,39,CONTAINS,1711.66,20,0.05
519,86,CONTAINS,8111.53,9,0.1
520,29,CONTAINS,5901.38,6,0.15
520,32,CONTAINS,1809.44,3,0.1
520,92,CONTAINS,8986.06,4,0.1
521,12,CONTAINS,9544.78,8,0.05
521,31,CONTAINS,1318.18,13,0.0
521,86,CONTAINS,8101.22,4,0.1
522,31,CONTAINS,1422.07,20,0.1
523,42,CONTAINS,7664.53,2,0.2
523,45,CONTAINS,7254.07,5,0.2
523,62,CONTAINS,8405.0,18,0.05
523,82,CONTAINS,7016.22,2,0.15
523,88,CONTAINS,4704.9,8,0.1
524,25,CONTAINS,9931.35,10,0.05
524,46,CONTAINS,2029.85,1,0.0
524,61,CONTAINS,765.77,4,0.05
524,79,CONTAINS,10113.61,4,0.2
525,14,CONTAINS,8047.67,19,0.05
525,84,CONTAINS,4216.36,5,0.1
525,91,CONTAINS,3129.35,11,0.1
526,45,CONTAINS,7557.22,1,0.2
526,56,CONTAINS,252.46,10,0.0
526,60,CONTAINS,2266.89,7,0.1
526,98,CONTAINS,2590.76,7,0.2
527,50,CONTAINS,9865.28,6,0.1
528,47,CONTAINS,2488.46,13,0.2
528,52,CONTAINS,5571.71,14,0.0
528,92,CONTAINS,9199.48,19,0.2
529,18,CONTAINS,5298.56,1,0.1
529,68,CONTAINS,3769.73,2,0.2
529,96,CONTAINS,9168.53,7,0.05
530,27,CONTAINS,8587.2,5,0.2
530,39,CONTAINS,1601.59,15,0.1
530,56,CONTAINS,270.49,4,0.0
531,5,CONTAINS,4987.36,15,0.05
531,96,CONTAINS,8956.2,1,0.15
531,99,CONTAINS,1617.89,15,0.15
531,100,CONTAINS,8170.81,20,0.05
532,42,CONTAINS,8131.33,13,0.2
532,77,CONTAINS,6921.8,12,0.2
533,28,CONTAINS,223.61,9,0.05
533,31,CONTAINS,1303.46,2,0.1
534,1,CONTAINS,7403.69,11,0.15
534,43,CONTAINS,4097.46,13,0.2
534,59,CONTAINS,5350.84,13,0.0
534,64,CONTAINS,6078.24,8,0.05
535,6,CONTAINS,5363.56,16,0.0
536,81,CONTAINS,1388.93,1,0.05
537,3,CONTAINS,8940.77,2,0.0
537,18,CONTAINS,5206.27,14,0.05
537,74,CONTAINS,2176.95,18,0.0
537,84,CONTAINS,4074.32,11,0.05
537,95,CONTAINS,8149.02,17,0.15
538,6,CONTAINS,5373.45,20,0.15
538,9,CONTAINS,6548.63,17,0.15
538,17,CONTAINS,7950.18,9,0.0
538,66,CONTAINS,9090.93,5,0.05
539,16,CONTAINS,8795.1,18,0.1
539,39,CONTAINS,1677.48,3,0.0
539,40,CONTAINS,6387.33,13,0.05
539,46,CONTAINS,2101.06,16,0.1
539,98,CONTAINS,2653.59,18,0.05
540,23,CONTAINS,8060.05,4,0.1
540,27,CONTAINS,8375.93,8,0.1
540,62,CONTAINS,8636.17,3,0.15
540,67,CONTAINS,1515.63,7,0.1
540,81,CONTAINS,1471.36,5,0.15
541,11,CONTAINS,4659.01,20,0.15
541,62,CONTAINS,8641.08,12,0.15
542,45,CONTAINS,7070.06,10,0.15
542,54,CONTAINS,7670.42,2,0.0
542,64,CONTAINS,5808.47,3,0.2
542,78,CONTAINS,5263.94,13,0.0
543,45,CONTAINS,7340.53,8,0.05
543,50,CONTAINS,9396.87,7,0.15
543,56,CONTAINS,255.5,20,0.05
544,7,CONTAINS,1079.88,3,0.2
544,54,CONTAINS,7032.23,4,0.05
545,3,CONTAINS,8519.45,4,0.0
545,14,CONTAINS,8667.21,14,0.0
545,76,CONTAINS,7688.01,6,0.05
545,89,CONTAINS,8783.23,15,0.1
546,51,CONTAINS,828.32,16,0.05
546,87,CONTAINS,3419.6,2,0.15
546,99,CONTAINS,1624.03,3,0.2
547,4,CONTAINS,9612.3,4,0.2
547,14,CONTAINS,8645.56,8,0.2
547,39,CONTAINS,1686.3,11,0.15
547,93,CONTAINS,5732.49,17,0.15
548,22,CONTAINS,7963.3,6,0.05
548,36,CONTAINS,9386.33,10,0.0
548,54,CONTAINS,7203.9,2,0.1
548,98,CONTAINS,2601.39,2,0.2
549,2,CONTAINS,10099.17,9,0.0
549,90,CONTAINS,2685.09,16,0.15
550,18,CONTAINS,5211.03,17,0.05
550,69,CONTAINS,4027.48,20,0.1
550,95,CONTAINS,8569.73,2,0.15
551,3,CONTAINS,8878.17,17,0.05
551,36,CONTAINS,9372.61,13,0.2
551,67,CONTAINS,1571.72,3,0.05
552,15,CONTAINS,6257.71,17,0.1
552,41,CONTAINS,9131.56,13,0.2
552,79,CONTAINS,9419.75,18,0.0
553,9,CONTAINS,6932.31,19,0.05
553,23,CONTAINS,8198.44,13,0.05
553,31,CONTAINS,1377.89,6,0.05
553,75,CONTAINS,9669.17,17,0.0
553,76,CONTAINS,7516.32,4,0.0
554,25,CONTAINS,10069.68,1,0.05
554,27,CONTAINS,7833.03,16,0.0
554,65,CONTAINS,6463.06,2,0.05
555,75,CONTAINS,9028.28,5,0.2
556,60,CONTAINS,2265.96,8,0.0
556,90,CONTAINS,2563.81,8,0.1
557,99,CONTAINS,1618.53,15,0.0
558,33,CONTAINS,6170.43,14,0.0
558,55,CONTAINS,6736.5,15,0.05
558,69,CONTAINS,4095.72,11,0.0
559,98,CONTAINS,2748.39,18,0.2
560,42,CONTAINS,7771.7,9,0.1
560,52,CONTAINS,5583.18,1,0.1
560,60,CONTAINS,2328.31,8,0.0
560,94,CONTAINS,8735.89,3,0.15
561,5,CONTAINS,5161.65,19,0.15
561,99,CONTAINS,1666.01,3,0.05
561,101,CONTAINS,1605.43,13,0.0
562,48,CONTAINS,852.65,12,0.15
562,51,CONTAINS,907.6,14,0.2
563,9,CONTAINS,7137.54,13,0.05
563,65,CONTAINS,6525.09,1,0.0
564,23,CONTAINS,8813.21,12,0.0
564,44,CONTAINS,8059.65,7,0.2
564,88,CONTAINS,4630.34,8,0.1
565,25,CONTAINS,9654.68,20,0.2
565,52,CONTAINS,5974.98,3,0.15
566,50,CONTAINS,9770.4,12,0.15
566,67,CONTAINS,1579.67,20,0.1
566,81,CONTAINS,1370.65,11,0.15
567,62,CONTAINS,8293.11,8,0.1
568,17,CONTAINS,7796.68,8,0.1
568,56,CONTAINS,271.69,15,0.0
568,65,CONTAINS,6528.07,7,0.1
568,76,CONTAINS,7173.66,12,0.2
568,85,CONTAINS,1508.46,9,0.15
569,8,CONTAINS,8655.56,16,0.05
570,10,CONTAINS,1778.25,12,0.15
570,67,CONTAINS,1572.32,10,0.05
570,99,CONTAINS,1647.53,19,0.2
571,98,CONTAINS,2786.22,3,0.1
572,26,CONTAINS,7881.42,17,0.1
572,27,CONTAINS,8471.23,6,0.15
572,53,CONTAINS,3057.23,12,0.2
573,19,CONTAINS,7662.35,18,0.1
574,8,CONTAINS,9181.66,7,0.2
574,17,CONTAINS,8541.53,9,0.0
574,52,CONTAINS,5947.24,15,0.1
574,90,CONTAINS,2467.51,17,0.1
574,99,CONTAINS,1700.76,15,0.1
575,11,CONTAINS,4409.82,18,0.1
575,82,CONTAINS,7294.36,17,0.2
576,17,CONTAINS,8163.94,14,0.05
577,13,CONTAINS,3539.9,19,0.2
577,64,CONTAINS,6111.14,1,0.1
577,77,CONTAINS,6965.53,2,0.05
577,98,CONTAINS,2704.61,12,0.15
578,17,CONTAINS,7930.25,7,0.1
578,99,CONTAINS,1757.96,3,0.1
579,37,CONTAINS,10121.38,9,0.15
579,39,CONTAINS,1670.25,10,0.1
579,45,CONTAINS,7031.65,16,0.15
579,60,CONTAINS,2154.67,18,0.15
579,61,CONTAINS,784.34,16,0.1
580,18,CONTAINS,5577.22,16,0.2
581,5,CONTAINS,5206.07,3,0.2
581,32,CONTAINS,1735.44,15,0.05
581,61,CONTAINS,746.23,3,0.15
582,2,CONTAINS,10322.21,6,0.05
582,12,CONTAINS,8968.38,7,0.05
582,24,CONTAINS,6384.9,15,0.2
582,63,CONTAINS,9054.85,2,0.0
582,69,CONTAINS,4160.4,1,0.05
583,55,CONTAINS,6637.29,4,0.1
584,61,CONTAINS,752.36,7,0.2
584,67,CONTAINS,1536.16,3,0.2
584,92,CONTAINS,8998.06,6,0.2
584,101,CONTAINS,1688.91,14,0.05
585,3,CONTAINS,8763.14,20,0.2
585,62,CONTAINS,8731.47,8,0.05
586,52,CONTAINS,5959.64,2,0.2
586,60,CONTAINS,2190.05,8,0.05
586,88,CONTAINS,4454.88,3,0.0
586,96,CONTAINS,8497.64,19,0.15
586,98,CONTAINS,2716.23,8,0.1
587,14,CONTAINS,8034.23,18,0.0
587,44,CONTAINS,7450.06,2,0.1
587,73,CONTAINS,267.15,4,0.05
587,88,CONTAINS,4468.78,11,0.1
588,11,CONTAINS,4678.35,13,0.0
588,12,CONTAINS,9156.06,17,0.1
588,53,CONTAINS,3043.48,7,0.2
588,76,CONTAINS,7106.34,20,0.15
588,89,CONTAINS,9032.85,16,0.0
589,32,CONTAINS,1864.68,7,0.05
589,60,CONTAINS,2272.14,3,0.2
590,47,CONTAINS,2392.04,13,0.1
590,81,CONTAINS,1420.96,2,0.15
591,27,CONTAINS,8178.5,20,0.05
591,84,CONTAINS,3878.29,1,0.0
591,92,CONTAINS,9423.77,16,0.05
592,14,CONTAINS,8014.83,15,0.15
593,29,CONTAINS,5943.79,11,0.15
593,39,CONTAINS,1628.15,14,0.15
593,93,CONTAINS,5529.16,5,0.1
594,18,CONTAINS,5159.32,19,0.15
594,78,CONTAINS,5234.54,16,0.2
595,53,CONTAINS,3044.46,7,0.15
595,98,CONTAINS,2552.52,4,0.15
596,6,CONTAINS,5573.45,7,0.05
596,21,CONTAINS,2529.94,6,0.2
596,55,CONTAINS,6771.04,12,0.0
596,84,CONTAINS,4178.1,8,0.05
597,42,CONTAINS,7988.82,6,0.05
597,47,CONTAINS,2391.61,3,0.0
597,91,CONTAINS,3253.69,3,0.15
598,60,CONTAINS,2309.12,16,0.15
598,61,CONTAINS,726.56,17,0.05
598,73,CONTAINS,254.47,5,0.1
598,78,CONTAINS,5319.99,14,0.1
598,89,CONTAINS,8905.1,8,0.2
599,8,CONTAINS,9043.15,9,0.0
599,23,CONTAINS,8395.13,3,0.1
600,16,CONTAINS,8683.39,5,0.2
600,17,CONTAINS,8466.4,6,0.05
600,41,CONTAINS,9308.65,13,0.0
600,74,CONTAINS,2171.31,17,0.0
601,7,CONTAINS,1146.48,15,0.15
601,14,CONTAINS,8156.7,9,0.2
601,68,CONTAINS,3552.8,16,0.0
601,99,CONTAINS,1761.52,8,0.0
602,1,CONTAINS,7913.11,2,0.2
602,75,CONTAINS,9519.67,16,0.15
603,8,CONTAINS,8886.35,14,0.1
604,56,CONTAINS,261.15,3,0.15
604,65,CONTAINS,6378.54,3,0.05
605,2,CONTAINS,10118.53,7,0.1
605,11,CONTAINS,4824.38,10,0.05
605,36,CONTAINS,8686.45,4,0.1
605,67,CONTAINS,1574.07,4,0.0
606,18,CONTAINS,5319.0,17,0.0
606,33,CONTAINS,6275.47,18,0.1
606,56,CONTAINS,269.74,4,0.05
606,96,CONTAINS,8478.98,4,0.1
606,99,CONTAINS,1662.21,8,0.15
607,41,CONTAINS,8965.04,7,0.05
607,96,CONTAINS,8561.43,1,0.15
608,42,CONTAINS,7669.69,15,0.15
608,101,CONTAINS,1685.24,14,0.15
609,1,CONTAINS,7726.02,11,0.05
609,50,CONTAINS,9735.14,19,0.0
609,64,CONTAINS,6182.71,20,0.15
609,100,CONTAINS,8790.38,16,0.05
610,13,CONTAINS,3788.92,6,0.15
610,59,CONTAINS,5176.46,15,0.0
610,92,CONTAINS,9058.4,10,0.1
610,94,CONTAINS,9358.48,7,0.1
610,96,CONTAINS,9234.35,7,0.2
611,3,CONTAINS,8257.6,19,0.15
611,94,CONTAINS,9438.07,2,0.1
612,11,CONTAINS,4560.12,17,0.05
612,54,CONTAINS,7373.09,7,0.1
612,59,CONTAINS,5464.34,9,0.05
612,68,CONTAINS,3555.24,12,0.15
613,1,CONTAINS,7741.52,9,0.2
613,46,CONTAINS,2080.06,12,0.15
613,54,CONTAINS,7405.78,11,0.15
613,59,CONTAINS,5277.63,4,0.1
613,66,CONTAINS,9433.7,16,0.1
614,3,CONTAINS,8497.35,5,0.2
614,28,CONTAINS,230.75,6,0.0
614,86,CONTAINS,8380.5,17,0.1
615,34,CONTAINS,7262.01,9,0.2
615,71,CONTAINS,6153.62,11,0.15
616,14,CONTAINS,8318.08,4,0.05
616,34,CONTAINS,7605.23,15,0.1
616,53,CONTAINS,2889.37,15,0.0
616,72,CONTAINS,6027.3,9,0.0
616,75,CONTAINS,9513.34,8,0.0
617,11,CONTAINS,4401.08,11,0.15
617,61,CONTAINS,743.06,11,0.05
618,24,CONTAINS,6927.59,2,0.2
618,27,CONTAINS,8031.26,10,0.2
619,5,CONTAINS,5032.44,6,0.15
619,54,CONTAINS,7347.52,17,0.15
620,10,CONTAINS,1910.54,15,0.2
620,29,CONTAINS,5907.27,12,0.15
620,34,CONTAINS,7235.1,18,0.0
620,54,CONTAINS,7222.98,16,0.2
620,64,CONTAINS,6034.74,20,0.2
621,17,CONTAINS,8331.87,5,0.15
621,45,CONTAINS,7294.84,15,0.05
621,51,CONTAINS,888.46,9,0.0
621,86,CONTAINS,8690.26,10,0.15
622,66,CONTAINS,9582.08,1,0.15
622,101,CONTAINS,1649.33,18,0.2
623,9,CONTAINS,6763.82,18,0.05
624,93,CONTAINS,5402.26,8,0.15
625,7,CONTAINS,1084.81,7,0.05
625,18,CONTAINS,5153.73,5,0.15
625,69,CONTAINS,4137.99,19,0.05
625,76,CONTAINS,7458.2,16,0.0
625,90,CONTAINS,2582.62,1,0.2
626,9,CONTAINS,6628.21,7,0.0
626,38,CONTAINS,4264.12,6,0.05
626,43,CONTAINS,4177.7,7,0.1
627,2,CONTAINS,9990.99,4,0.0
627,10,CONTAINS,1913.54,10,0.1
627,39,CONTAINS,1605.02,6,0.15
627,100,CONTAINS,8268.04,18,0.15
628,64,CONTAINS,5796.74,9,0.2
629,34,CONTAINS,7443.94,14,0.05
629,54,CONTAINS,7475.97,12,0.15
629,100,CONTAINS,8293.35,6,0.2
630,33,CONTAINS,5919.52,6,0.05
631,35,CONTAINS,3070.89,18,0.1
631,56,CONTAINS,257.98,5,0.05
631,63,CONTAINS,9444.69,2,0.1
632,6,CONTAINS,5510.16,1,0.15
632,29,CONTAINS,6136.12,16,0.1
632,40,CONTAINS,6434.41,1,0.1
632,70,CONTAINS,7770.43,14,0.0
632,99,CONTAINS,1646.32,16,0.2
633,22,CONTAINS,7702.01,17,0.15
633,26,CONTAINS,7817.81,11,0.2
633,75,CONTAINS,9657.31,19,0.1
634,13,CONTAINS,3574.53,15,0.2
634,69,CONTAINS,3914.43,14,0.05
635,36,CONTAINS,9247.72,3,0.1
635,46,CONTAINS,1961.5,3,0.1
635,79,CONTAINS,10068.65,10,0.05
636,9,CONTAINS,6651.19,19,0.05
636,53,CONTAINS,3030.26,15,0.2
636,59,CONTAINS,5661.12,17,0.05
636,74,CONTAINS,2321.63,2,0.1
